date,value
2020-02-05,64.83
2020-02-06,64.72
2020-02-07,61.26
2020-02-10,62.69
2020-02-11,64.38
2020-02-12,64.28
2020-02-13,65.3
2020-02-14,63.46
2020-02-18,61.42
2020-02-19,63.36
2020-02-20,64.69
2020-02-21,60.91
2020-02-24,50.45
2020-02-25,42.28
2020-02-26,41.26
2020-02-27,31.86
2020-02-28,33.5
2020-03-02,39.25
2020-03-03,35.35
2020-03-04,41.11
2020-03-05,36.16
2020-03-06,32.12
2020-03-09,21.21
2020-03-10,24.34
2020-03-11,16.96
2020-03-12,10.6
2020-03-13,14.54
2020-03-16,7.57
2020-03-17,11.71
2020-03-18,8.69
2020-03-19,10.01
2020-03-20,8.69
2020-03-23,9.2
2020-03-24,12.53
2020-03-25,12.03
2020-03-26,16.88
2020-03-27,12.94
2020-03-30,16.48
2020-03-31,15.16
2020-04-01,12.8
2020-04-02,13.3
2020-04-03,12.7
2020-04-06,17.55
2020-04-07,16.95
2020-04-08,20.38
2020-04-09,21.81
2020-04-13,20.9
2020-04-14,24.34
2020-04-15,22.12
2020-04-16,24.44
2020-04-17,26.76
2020-04-20,26.89
2020-04-21,23.15
2020-04-22,25.78
2020-04-23,26.18
2020-04-24,27.93
2020-04-27,30.66
2020-04-28,30.26
2020-04-29,36.77
2020-04-30,31.94
2020-05-01,27.48
2020-05-04,27.91
2020-05-05,30.76
2020-05-06,31.67
2020-05-07,32.69
2020-05-08,35.43
2020-05-11,36.64
2020-05-12,33.8
2020-05-13,31.37
2020-05-14,32.48
2020-05-15,33.7
2020-05-18,37.86
2020-05-19,37.66
2020-05-20,40.5
2020-05-21,39.08
2020-05-22,39.79
2020-05-26,43.24
2020-05-27,46.7
2020-05-28,44.97
2020-05-29,45.27
2020-06-01,45.48
2020-06-02,47.68
2020-06-03,51.41
2020-06-04,50.6
2020-06-05,56.56
2020-06-08,60.4
2020-06-09,55.91
2020-06-10,52.57
2020-06-11,40.74
2020-06-12,43.57
2020-06-15,46.3
2020-06-16,49.69
2020-06-17,48.27
2020-06-18,48.58
2020-06-19,47.87
2020-06-22,48.48
2020-06-23,49.49
2020-06-24,45.04
2020-06-25,46.9
2020-06-26,42.85
2020-06-29,45.74
2020-06-30,47.97
2020-07-01,47.93
2020-07-02,48.08
2020-07-06,49.29
2020-07-07,48.17
2020-07-08,48.98
2020-07-09,48.27
2020-07-10,48.78
2020-07-13,47.57
2020-07-14,49.19
2020-07-15,53.74
2020-07-16,52.73
2020-07-17,53.54
2020-07-20,54.04
2020-07-21,55.26
2020-07-22,55.01
2020-07-23,54.81
2020-07-24,52.78
2020-07-27,54
2020-07-28,52.38
2020-07-29,54.4
2020-07-30,54.86
2020-07-31,53.62
2020-08-03,56.13
2020-08-04,55.48
2020-08-05,56.89
2020-08-06,56.89
2020-08-07,57.8
2020-08-10,58.61
2020-08-11,57.8
2020-08-12,57.8
2020-08-13,57.8
2020-08-14,57.09
2020-08-17,58
2020-08-18,56.89
2020-08-19,57.5
2020-08-20,55.79
2020-08-21,54.78
2020-08-24,55.79
2020-08-25,56.69
2020-08-26,55.68
2020-08-27,56.29
2020-08-28,57.6
2020-08-31,56.09
2020-09-01,57.74
2020-09-02,60.17
2020-09-03,56.22
2020-09-04,55.03
2020-09-08,51.77
2020-09-09,53.95
2020-09-10,51.48
2020-09-11,50.79
2020-09-14,53.26
2020-09-15,54.34
2020-09-16,55.09
2020-09-17,55.09
2020-09-18,53.8
2020-09-21,49.15
2020-09-22,50.04
2020-09-23,47.18
2020-09-24,47.77
2020-09-25,49.55
2020-09-28,52.42
2020-09-29,51.63
2020-09-30,52.27
2020-10-01,59.76
2020-10-02,59.66
2020-10-05,63.19
2020-10-06,62.85
2020-10-07,65.87
2020-10-08,68.75
2020-10-09,70.24
2020-10-12,71.74
2020-10-13,69.35
2020-10-14,68.32
2020-10-15,69.59
2020-10-16,69.29
2020-10-19,67.39
2020-10-20,67.59
2020-10-21,67.99
2020-10-22,71.68
2020-10-23,71.88
2020-10-26,68.49
2020-10-27,66.26
2020-10-28,60.27
2020-10-29,62.77
2020-10-30,61.77
2020-11-02,64.33
2020-11-03,68.63
2020-11-04,69.13
2020-11-05,72.18
2020-11-06,71.1
2020-11-09,80.57
2020-11-10,82.34
2020-11-11,82.44
2020-11-12,80.07
2020-11-13,83.21
2020-11-16,84.6
2020-11-17,84.4
2020-11-18,82.52
2020-11-19,83.67
2020-11-20,83.48
2020-11-23,84.47
2020-11-24,85.85
2020-11-25,85.95
2020-11-27,86.44
2020-11-30,85.06
2020-12-01,86.92
2020-12-02,87.02
2020-12-03,87.42
